texto,respuesta
"Well, no. It's true that I asked Italy about collaborating with France, but only because France wanted us all to be able to talk about its last will and testament together. I didn't bother asking you because you had been pretty clear on ghosting France, but I wasn't sure whether Italy was or not til I asked",0
But it's very possible that Italy took this fact and warped it to make you suspicious of me,1
"So, while we're at it, is there anything you might have said to Italy to indicate you were planning to turn on me?",1
Well i’m glad i asked the follow up question. Did italy agree to being part of this discussion? And how did the discussion turn out. Is France going to take out his anger on me with a final stab? Are you going to help him? And yeah i’ve absolutely been talking up anti-german things to italy. I want him to be confident in where i stand so he doesn’t expect a stab.,1
"Oh italy said ""I don't trust France"" and that was the end of it. So no, there didn't end up being a discussion except me telling France that you're gunning for Brest (which was obvious anyway), and that Italy's shooting for Mao this turn (which may or may not be true--but by this time you and I were strategizing and I wanted to keep France out of our way). 
If france *is* planning to stab you, they're intentionally throwing me off the scent. Which would be surprising but not unheard of. So no, I'm not planning to help in a stab I know nothing about.",0
"Well, to be clear, another consequence of my and France's conversation was that France is just letting me walk into Paris this turn (unless they're gonna stab me but I doubt it)",1
"Yeah i believe that. So i guess it’s just giving italy a hard time then, or maybe some unexpected movement north. Has italy talked to you about attacking me?",1
Post-france?,1
Well yeah. In the same convo where they said you were plotting to stab me they gave some reasons why it's better for me to side with them than with you. So no specifics but Italy clearly wants us against each other. But I don't think either of us stand a chance if we fall for that.,1
"*no specific attacks were suggested, I mean",1
"Gotcha. Well i think we have to acknowledge that our alliance would be sort of geographically awkward. I think that makes the alliance stronger actually, but we should be honest with each other about an exit that gives each of us a fair shot in the endgame.",1
"okay...well, as the person who has ever seen an endgame before, what do *you* suggest?",1
"I think we agree to coordinated actions until italy is dealt with. I think you in brest is actually more fair, although less ideal for me. I think we need to pick a victor of the russian-austrian war. Austria is an easier pick because i can take russian dots and austria can help with italy.",1
"Alright. But it will be harder to flip Austria against Italy, I think.",1
"Nah, i’ve been working on it a bit, and it’s only natural once his current conflict is mitigated somewhat",1
I think between us we should find a split of dots we feel comfortable with. Not that it can’t change in future negotiations. But i think it’s easier to stay friends when the end seems fair from the get-go,1
"We don’t have to do this tonight, but soon.",1
"Okay, soon. Glad we had this talk 😃",1
"Fwiw i’m a relative first-timer too. I’ve played two or three times in person, and the first time we didn’t finish. I think everyone else plays a lot more. Would be nice to make this an underdog story.",1
Regardless of which way it falls in the end.,1
"I think so, too. And Italy is like the over-est of dogs.",1
You lost me haha. The over-est of dogs?,1
"like, the opposite of underdog would be overdog. And Italy is the most over-est overdog there is.",1
"*the overwolf, perhaps",1
Haha gotcha. Do we think he’s actually the number 1 guy like france said? He denied it to me. But the username lines up.,1
"I think it's more probable than not. Although, I also think it's really unfair to have that information leaked when other players get the benefit of a clean slate. That said, just looking at the way Italy moves and talks it's clear that they know what they're doing",1
Yeah he’s definitely a good player. All the better when we take him down.,1
"ugh I really wish everyone'd stop using *he* all the time. France and Italy know each other from outside this game, but it irks me that ""he"" seems to be the default. Out of curiosity, do you/others use ""she"" when referring to me?",1
"I had been using “they”, but then i stopped once i saw other people using gendered pronouns. My rationalization was that the other players must have been confident in their correctness to start using them, but obviously that’s not true. We use “she” for you. France said it to me first i think. Happy to commit to being gender neutral in future negotiations (with all players)",1
"I didn’t mean to be directive—it doesn’t matter that much to me, but it makes me feel better if I know people aren’t just doing it mindlessly, and are actually matching it to players they know. I never specified to France that I use “she” but my username is feminine so it was a fair assumption.",1
Yeah that’s totally fair. I will admit I had floated the idea of trying to play feminine and flirt with one of the probably straight male players to gain favor. The username’s a giveaway though. And that might be taking things too far haha.,1
"That can’t possibly actually work, can it? The flirting, I mean. This is a serious game for serious-minded individuals 😛",1
"...”, she writes, before adding a playful emoji at the end.",1
"All’s fair in love, war, and diplomacy 😉",1
"Ouch! Still open to collaboration, but we’ve got some trust building to do",1
"I wasn't sensing any trust from you, either: you were unwilling to return Denmark or to leave Nth empty, and you're right about our alliance being geographically awkward. 

I want to be a good ally with you, but the difference between you and me is that you get a cozy corner of the map and I'm right in the middle. I need to be able to grow my army to defend all my various borders. So I'm asking for Denmark a little less politely.",1
"Well now you've seen me make exactly the moves that I said I would, so hopefully you have some trust in me. I see what you mean about the cozy corner, but coziness has its disadvantages as well. Once somebody gets on the island, it's a really bad time. And I need fleets or convoys of armies to get anywhere off the island. Makes expansion difficult.",1
"As far as denmark, the aggression there is fair. But you understand why I'm hesitant to drop down to 4 dots at this point in the game. Fortunately, there's an opportunity to do business here now that you're adjacent to Brest.",1
I'm definitely a bit upset about the support into the channel you gave and all of the lying. You didn't need to lie about your moves to amp up the aggression on denmark: I never asked for a full list of moves.,1
"That's true, I was overcompensating because it really seemed like your trust in me was low.",1
"Well, it's a vicious cycle. Mistrust breeds mistrust. So how can I trust now that you're not just going to continue working with France on an invasion?",1
"Because France is literally about to not exist, for one. And for another, because Italy is planning something that will be bad for both of us.",1
Planning something specific that you know about?,1
"Yes. But I was told specifically not to tell you so I need you to not mention it to any other players. I know that's a hard sell coming from me, but I need you to promise.",1
Alright. It’s a promise. Who’s the info from?,1
"Doubly confirmed by France and Italy. They've reached an agreement to give Italy the channel. When I confronted Italy about it, Italy said they wouldn't do it if I didn't want them to, but also admitted that they wouldn't have told me about it if I hadn't asked.",1
"But France also told me they would reneg on Italy if I asked. So, on the one hand, I could tell italy to call it off and things could proceed some unknown way. On the other, I could get France to reneg, and the three of us could turn this to our advantage. What do you think?",1
It’s certainly possible this is true. Though italy had told me he was actively deceiving France into getting the brest unit to do something unusual,1
"So if Italy is truly going for the channel, he went so far as to cover his tracks by warning me he may have suggested something like this to France",1
To what extent has italy communicated plans of an alliance with you?,1
"I mean that doesn't seem out of the question for Italy. Italy has told me point blank that if it's a choice between you or me, they'd choose me. I'm sure they've said the same to you.",1
Did he give any reasoning for that choice?,1
"Some bull about how I'm an honest communicator. That raised a red flag for me because Italy's too smart to need honesty from me. You're the better strategic choice. 

So, it's entirely possible that Italy fed me this plot through France as some kind of ploy. And even that the two of you are already working closely together to ruin me, although I do hope that's not the case.",1
"I agree with all that. I’m just trying to tease out who he’s lying to, as that may provide some advantage. Honestly he’s been more pro-English than anti-German in his communications with me. I think he maybe just doesn’t want me to go tattle to you though.",1
So what moves would you want to see from me this fall?,1
"I'll tell Italy the deal is off, then you move Den-Nth, Nth-Eng (supported by Bel), Eng-Bre (supported by Paris). Mao will take Portugal and you'll take Mao? I know you'll have to trust my support in two places, but it's worth it to me to get two builds this turn  without a fuss and keep Italy localized to the south.",1
Did italy tell you MAO would take Portugal?,1
No. I haven't given them my opinion on the channel deal yet. But that would be what I'd suggest they do instead,1
Alright. Would you be able to confirm that this is where MAO would go before I agree to a deal?,1
"I just sent Italy a message about it, so I'll see what they say.",0
"What has Italy been saying to you lately, by the way?",1
He suggested some defensive tactics to me.,1
Defensives against me? in Denmark? Or France in Iri? Or both?,1
Both. He’s under the impression that we are not friendly after those last moves. I don’t plan to take his suggestion though,1
"I'm wondering if these defenses involve you not supporting Eng, which would kind of half-confirm the plot.",1
They do involve me not supporting Eng.,1
"Italy said they are busy this weekend (hard for me to imagine people having a life, but it must be so) and won't get back to me til monday.",1
"Gotcha. I’m playin dnd this weekend, but i’m not sure that quite counts as having a life). I’ll probably be mostly offline through sunday evening just cause i really need a break from this game",1
"Umm the plan doesn't work btw. Gas is just going to cut the Par support that you promised me (this is the only useful thing it can do). So, no deal, unfortunately. I'll see if I can get last minute support in from Italy and let you know.",1
"I really don't think an attack from Gascony would be an issue, but I understand that your trust in France is much lower than mine. We could still work together somehow, though?",1
"In a tactical sense, anything else from Gascony would be a misfire. So not cutting the Paris support is just giving up Brest. I really don't think France is just going to hand Brest to me. I'm still waiting to see if I can get Italian support, in which case we're back in business. The alternative would be a more defensive move on my part (i really don't want to go down to 4 dots at this phase in the game).",1
Ok. Hope you'll see this before noon. Italy has agreed to support into Bre. I also require Par support for this to go through. Do you agree to provide Par supports channel to Bre and Bel supports Nth to Channel? I will vacate Denmark if so,1
"Ok, well if I don't hear from you in the next couple of minutes, I won't assume the support and will play defensive.",1
Sorry I'm trying to get verification from Italy but they're not responding. That's a good default plan,1
I don't think you're going to get verification from Italy. Italy is online and talking to me though.,1
Ok do I have your supports?,1
Yes,1
Deal on!,1
"Yep, Denmark going to Nth.",1
got Italy confirmation...hope this goes through,1
drum roll......,1
Yay!,1
wow an 11th-hour three-power deal (with a decieved france as a fourth) that actually went through as planned!,1
"Yeah. And although we had our hiccups, this was really about as good as we could have hoped the takedown to be from the beginning.",1
do you think there's a chance Italy would give you Mao willingly this turn?,1
There's a chance. I'm surprised by the fleet build btw.,1
"My plan is to eventually have only fleets along my northwest coast (they're more versatile in that context) and move the armies inland. 

See what you can negotiate with Italy, but no matter what they say, I'd be prepared to use your full strength to get Nao into Mao, if that's what you want to do. (And in case it's not obvious, it's what *I* think you should do)",1
"To that end, I can support Eng  and Bre holding.",1
I appreciate the supports. Any idea what trouble France will be trying to cause?,1
I imagine you'll get a request about Bre.,1
"France and Italy are probably not working together after last year's stab. But France has asked me if there's anything I want Pic to help with. So depending on your plans I *may* be able to push some help your way. I feel like Italy's 10 units kind of speak for themselves, so even though you and F have had your differences there's a good chance F will want to help you/us as the underdogs",0
"Yeah I mean this turn I don't know what Pic does to help me. Anti-Italian moves are MAO as you've described. What are your thoughts on supporting Bre to Gas from Par? This would require a lot of trust from you, but would make supporting into Spa possible in the fall.",1
Does that mean you'd convoy into Bre? Because I can ask France to support that!,1
"But it would also mean you don't take a shot at Mao this turn, which is something I'd want to see.",1
"In this plan, I leave Bre open. I suppose that's too great a risk with France there?",1
"Well, especially if I'm asking for France's help, yeah. But even without revealing the plan, I still think it's a risk.",1
Could you ask france for support into the channel maybe?,1
Or say that you'll support France in?,1
hmmm that could work! Then we only have to trust that Italy won't try and take Brest. Which isn't too far fetched since they *just* helped you take it,1
"Hmm, no there's an issue with the retreat if I dislodge MAO.",1
Here's an idea. Tell France you're supporting Pic to Bre. Then just bounce Par in Bre.,1
Elegant. I like it.,1
"Italy goes to IRI, but I can defend with the wales army",1
Any thoughts on Russia btw? I imagine Swe is tempting,1
"It *is* tempting, but I'm not trying to fight Italy and Russia at the same time. And Russia's been pretty honest with me. So I'll leave it for now.",1
That's fair. Any intel on italy btw? Where do your relations stand?,1
"Italy doesn't tell me anything unless they have something to gain from me. I asked if they were going to try and take the channel again and they denied it, but that could be fake news?",1
Take it with French support? Otherwise it wouldn't make sense,1
"Well, I suppose I'm comfortable that Italy sees me as a friend on the board.",1
"You're right that *if* italy were to try that again, it would take a lot of negotiating to get France's favor. So probably you're right to not be concerned.",1
"Alright. I’ll be somewhat not available this evening, so can you confirm moves to make sure we’re on the same page?",1
"Paris supports Bre-Gas, Bel supports Eng holding, Ber-Mun, Mun-Bur",1
"WAIT NO (sorry I was making pie and lost track of this game): I'm waiting on confirmation from France about Pic-Bre, which I will bounce with Par-Bre",0
making piedmont?,1
And no worries,1
haha I wish,1
peach piedmont,1
Sounds delicious,1
France confirmed the move to Bre so the plan is a-go,0
Ouch again! Care to have a chat?,1
well you weren't exactly truthful either!,1
I think we may need to face the fact that we're just not a good match,1
I suppose you’re not interested in what I have to say then?,1
No I am. Alls i’m saying is that we should both be taking grains of salt with each others’ words,1
"Yeah that’s fair. With what i’m about to disclose, regardless of whether you believe it or use the knowledge against me, I would ask that it be confidential from anyone else on the board (including the fact that I’m asking for this confidentiality). I know you’ve sent plenty of lies my way, but if you agree i’d really like it to be the truth this time.",1
I promise not to mention it to anyone else; let’s hear it,1
Ok just to be really specific about it: Can we agree on the story that we ceased communications. You said we’re not a good match and I said “suit yourself” and that was it? And can we also promise to not make the communication obvious without saying it exactly (e.g. “someone told me xyz” when only I could have known). And to be clear i’m agreeing to the confidentiality as well.,1
"Okay, sure. But there’s something I want to know (and I’ll keep my agreement now no matter what the answer):
Did you in any way indicate to Italy that you knew/suspected the channel plot last year?",1
"No, he revealed the channel plot to me without me asking",1
This was after you told me about it,1
"Well that makes no sense, because after I revealed it to you, Italy reiterated to me that they really did not want you to know about it.",1
"I think Italy wanted to be the one to tell me so he would keep my trust. I’d have to look to see whether this was revealed before or after Brest went through, but I know at least that before Brest I was confident he wasn’t going for the channel.",1
"Well anyway, what did you want to tell me? It stays between us, guaranteed, but I would reserve the right to move according to this information if I think it necessary",1
"Yeah that's totally fine. So last night I made a deal with the devil. One that he couldn't refuse. It's a lie that I will uphold it, but I think it's a convincing one.",1
"Okay, go on",1
I told italy I would do everything in my power to get him the game. In exchange I asked to 1) be kept alive until the end and 2) get tips from him on how to play the game before my upcoming in-person game. I told him that MY win is about getting the best experience from this game so that I'm prepared for the in-person game (this is kind of true).,1
Since then he's told me some pretty interesting things. I'll send you some quotes.,1
"""that thing France said about my past successes: that was true. I do have a lot of experience and I have had a fair amount of success playing online diplomacy. I just did not want you thinking of me that way.""",1
"""I’ll also note, just cause I have nobody else to talk with about this: I worked REALLY hard on this last move. Germany wanted to take Brest, but if that happened, it would have cut support and prevented your army from leaving your island. So I had to convince Germany to support France to Brest, without telling her the real reason why. And I needed you to go to NAO so that you could not guard Liverpool. There were so many lies!""",1
"""To be completely honest, I directed just about everyone else’s moves on that turn! Russia is the one exception, but I basically knew what he was going to do. The best advice I have for someone who wants to get better at Diplomacy: just work hard. You can win by putting in more time and effort than everyone else. I have success by writing a lot to everyone all the time.""",1
"""I’m not going to lie about my moves to someone unless I am going to get a huge advantage out of it. But I spend most of the game trying to make everyone else on the board feel that I’m their closest ally, so a lot of what I say is a shade on the truth.""",1
That's what I got.,1
"And if italy continues to talk this way, I might have more to share, and would be happy to share it.",1
"Damn that makes a lot of sense. Thanks for sharing!
Did he say why he was so keen to have your army on the mainland?",1
It's so it's not on the homeland.,1
I’m surprised you were willing to do that. Why?,1
"Italy promised me Paris. You were going to go to Nth from Bel, and then France was going to retreat to Bel.",1
"Oh so italy screwed you! 
He’ll do the same to me when the time comes. 
...would you be willing to give me some warning of when that is, if you’re involved in it? Ya know, just for the fun of sticking it to a master manipulator?",1
I'd obviously prefer something a bit more collaborative than that. Italy will be at 12 SUPPLY CENTERS this fall. I'm not giving up on a mutually beneficial relationship here. Especially given that I may have some inside scoop from Italy for a while.,1
13 if I help him into Brest.,1
"Well look, England, given that Italy or you could be talking crap at any moment, I see taking your supply centers as a more certain path to my survival than having your/his information. If you are actively going to help him take supply centers, then at best you’re surviving at the expense of making an enemy of everyone, because you’d be italy’s dog, not his ally. It’s your choice, though.",1
"I've not lied to you once this game. You can check the record with admin after if you're curious. Have I deceived you? Certainly. But I've not made explicit agreement to moves that I didn't follow through with. That includes Denmark (we had discussed strategy, and I said I'd confirm moves in the morning, and then I just never did, which I know was shitty). So I just want to be clear on that.",1
"Don’t quibble semantics with me! Deception’s deception and we’re *both* guilty of it. If anything, it makes me trust you less if you think mere technicality gives you the moral high ground here",1
"I'm not asking for moral high ground. I'm giving you my knowledge that my deception to you has historically taken the form of truth. If we work on being more explicit with our agreements, I think we can build trust there.",1
"And regardless of whether I'm italy's dog, I wouldn't be so sure of getting my supply centers. I can defend everything this year, and I may be able to hold you off next year as well. At that point, Italy's fleets may be in position to push you off the island.",1
What I can't defend is Italy taking Liverpool.,1
You can if you retreat to Edi?,1
At least for this year,1
No I can retreat to Skag if I want. I can bounce Edi from NWG and bounce london from the channel.,1
"So you're not saying you *cant* defend liverpool, just that you'd prefer not to. *Now* who's using imprecise language 😛",1
No I can't. Italy is in MAO. My army is not on the island. He can get there in one move and I can't.,1
NAO*,1
you *can* if you retreat to Edi!,1
or york even,1
Oh wow you're right. That was dumb. Yes I can.,1
York doesn't work because the move is illegal. Can't go around the coast like that.,1
Oh and actually I was right. Edi applies in the same way,1
Cly is in the way. Fleets have to move along the coast.,1
"wait, I'm confused. What? The unit displaced from Nth. You haven't given retreat orders yet. Go to Edi?",1
Ohhhhhhh of course,1
"A fleet in Edi can't go to Lvp. An army could, but a fleet can't",1
"Yeah, you got it.",1
That confused me for a second too.,1
"So if you're willing to collaborate, I've got some ideas, and would want to hear yours as well. I genuinely think working with me against Italy will be a better long-term strategy for you than working against Italy or alone. Italy is just too strong already. And, as I've said before, I'd like to see an underdog story.",1
"right now my retreat is to Skag, which will not raise any alarms on Italy's end. Is this alright with you or would you like to see something different?",1
working with italy or alone*** for two messages ago,1
updated to Nwy. More friendly to you.,1
"Well, that means a lot. 
...I take back what I said about wanting all your dots. I'm waiting for Italy to get back to me about strategy for this turn, and when he does I'll get back to you with what counter plan I can offer. I think this is going to be a turning point where I either commit fully against you or commit fully with you, and it hinges on what Italy is planning. Just know that I'm not going to offer a plan to you unless it's a real one. No contract-law trickery, no outright deceit. And if you don't hear from me, well, it's because we've *both* chosen the devil and our own glorious undoing at his hands",1
"Haha, this is fair. Best of luck in negotiations. Regardless of what you choose, I commit to offering you any counter-Italy intel I can gather.",1
Would you be willing to also hear a plan offer from me?,1
"I am. And it stays between us, of course.",1
"So, broadly speaking, the alliance would involve Austria. And that means moving against Russia. We have a huge advantage going into Russia, which takes pressure off of Austria and allows austria to put pressure on Italy.",1
Alright--haha I was just in a sandbox ordering you to move to sweden anyway 😃,1
"Hmm, you might lose Munich this year though.",1
This has been noted.,1
"No specific intel there, just saying tactically it's a possibility. I don't know if italy would go for that. I mean we had discussed someone going to munich before his stab, but I don't know if that can be trusted",1
"Well before you and I started chatting Italy denied that he had any plans for munich this season, but his word isn't exactly his bond",1
"Yeah, not sure what he'll do there. It may be in his interest to remain neutral. Certainly if he catches any wind of what's going on, Munich is vulnerable. Maybe something to consider in setting up next year",1
"We get to choose what happens in Brest, which is great. And then the tricky bit is figuring out how to kick Italy off the island",1
"mhm. I was sort of depending on getting a build this turn, such that I'd have someone around to defend Mun. So I would be sacrificing that by working with you. I can convoy Holland to York?",1
Let's get you in Brest then.,1
"You'd still have to dissolve somebody, then",1
"Go down to 4, sure. But if I go to sweden I stay at 4.",1
"I would like your help getting liverpool back if you convoy there, as opposed to having you take it. However, your army will be a little precarious on the island and will need a way off.",1
convoy to yor*,1
"the threat of MAO to IRI will be a pain, but I think we can manage.",1
"Right--I wouldn't expect to get to take it (liverpool) if you're handing me Brest. 
And if Italy and I ""agree"" to a plan where he does some supporting from Mao, and he says nothing to you to contradict that plan, would you take that as enough proof that IRI is safe?",1
"Yeah, that makes sense. I'll let you know anything I hear from him. He's been quiet this morning. Ok I need to sign off for like a while to get work done. My fall moves under this plan will be Nwy to Swe, NWG to either Edi or Cly, Pic and Eng support Par to Bre,",1
"I think the plan I have in the works might be better than yours, so I'll get back to you later!",1
Haha alright. Better for you or better for both of us?,1
"Worse for italy, equally good for me, potentially better for you.",1
"Alright, I'll be happy to hear it.",1
"New confidential italy quote: ""I suggest that you take Sweden, and I’m working on getting Belgium this turn too. It’ll be tricky to keep Germany from defending it, but I’m going to try.""",1
Did he have anything to say about you retreating to norway instead of skag?,1
"He was surprised, but not upset. I said my justification was that it was going to Sweden anyways and that I wanted to warm things up with Germany. Did you hear anything?",1
"Italy only just responded to me, so nothing yet.",1
"Still nothing from Italy, but if we *were* to have a plan, I think it should be this:

Eng s Bre-Mao, Bre-Mao, Pic-Bre, Par-Gas, Bur s Par-Gas, Nwy-Swe, Nwg-Cly, Nth c Hol-Edi",1
"Your promptness in reporting Italy's words to me plays to your advantage: if the next message from italy to me suggests I do something that leaves Belgium vulnerable, I'll pretty much be so revolted that I'll have no choice but to stab him",1
"Will continue to send things your way, though I’m not sure how much more i’ll hear. How come you prefer Edi to Bre? Your proposition seems to leave me more vulnerable.",1
"Also, thoughts on messaging to France? I’m thinking I’ll ask Italy what he wants me to say, and I’ll say that. I’ll also tell you what I say",1
Ugh I *knew* you'd say that. (The vulnerability thing). Note the plan also leaves Paris wide open. We need to *trust* each other. But it makes more sense for Paris to move to Gascony to put some pressure on or--dare I dream it--take marseilles and the southern holdings. Since France might go poof next near it is better for *me* to be there.,1
And in order to help your ouster from liverpool I needed somebody on the island anyway. You're pretty much equally vulnerable whether they're in york or edi,1
"As for French messaging, I'm not really sure. I only just messaged them for the first time this season (they asked me first what I'd like them to do), telling them basically what I've told you (that I stand at the crossroads of either playing Italy's game or fighting back with your help). I'm waiting to hear which they think I should do. If you want to urge them to help our plot, that's your prerogative.",1
"France was expressing anti-Italian sentiments to me. Italy told me to respond anti-Italian, so that’s what i’ll do. My thought about Edi is that if you were to go to york and the rest of the plan stays the same, we get another unit to fight with. I could build an army in Edi, for example. Do you feel like you need Edi as collateral? I’m with you all the way on this plan, so i’m willing to be flexible, but I do like to understand what you’re thinking.",1
"Same as I was thinking before: I need a build so someone's around to defend Munich. you were willing to part with Brest and let me into york, so I don't see why parting with Edi (temporarily!!) is really all that different",1
Alright. Can we agree on when I get it back? And how confident are you in holding Mun this year?,1
"This just in from Italy: ""France is ordering Brest to Channel. Germany is ordering Burg S Bel and convoying Holland to Yorkshire....!""",1
"And the follow-up: ""So here is the move: Norway - Swe, Pic S Channel - Belgium, Mar - Bur to cut support, Gas to Bre to block the Paris move. """,1
"Italy's playing us both, you can believe that. He fed me the moves you specified, then turned around and fed them to you. He only gains by playing off both of us. Well, fuck 'em.",1
sorry for swearing.,1
No swearing is fine if it's against Italy. Have you made your decision then?,1
And I'm a little confused about what you mean by sending us both the same moves.,1
"I mean he said ""here's what I suggest: [the moves you sent me just now]"" and I said ""okay sure!"" because deception is important in this game, i'm told. Then he told you the moves, then you told them to me! 
But because he suggested leaving Bel undefended and you *warned* me about it, I had made up my mind in that moment.",0
Gotcha. So we're both sworn to take down Italy? I certainly am.,1
I also have a bad feeling you'll be losing Mun this turn. Have you talked to Russia about it?,1
I'm going tell Italy I agree to the proposition. Sound good?,1
"He's as slimy as spaghetti al'olio and he needs to be knocked down a peg. Plan on!

There's nothing whatsoever I can offer russia right now. So no, I didn't bother talking to them about it. Either it happens or it doesn't, far as I'm concerned",1
And yes please tell Italy you agree to those moves. I love a good surprise.,1
*okay to be clear plan is not on til I hear back from France. But *I'm* on board.,1
"Plan is not on, but working together against Italy definitely on?",1
On like beans on an English breakfast plate,1
"Ok, I'm going to take your word for it that English breakfast has beans",1
What do you think about Par support Bre to Gas?,1
"If I get into Bre, this will leave Gas vacant. The planned Bur support of Par won't go through based on Italy's moves",1
"From italy: ""Germany is now fishing for info from me about our relationship. Does she know that we are still talking? I’d like to tell her that you’re mad at me and you will tell me nothing, but we must keep our stories straight.""",1
"All I said was ""Do you know anything about what England's planning?"" so he has no idea we talk",1
I just wanted to see if he'd be honest with me. Of course he's covering his ass by asking you first.,1
Yeah I believe it. I'm going to respond and say that we shored up discussions this morning (which is what we originally planned the story to be),1
wait I thought 'shored up' meant 'repaired or fortified'? do you mean like 'shuttered discussions'?,1
Oh you're probably right. I should work on my idioms,1
"I mean that you basically said ""I don't think we can be good allies"", and I was like ""But, but.... "" and you didn't get back to me",1
lol so I'll make sure not to use the same idiom as you if Italy asks *me* if you and I talk!,1
yep that's the story,1
"My reply: ""No, but I'd bet she'd assume it. We didn't have much to say to each other this morning. I tried to be friendly but she was kinda straight up about saying that an alliance wasn't going to work out. And I sent a message back but haven't heard anything. So I'd imagine she'd think I'm not just sitting here twiddling my thumbs. Up to you how to spin it though.""",1
"Oh, and I'm sure he'll spin me something pretty, all right.",1
"Yeah, we'll see. And the Bre to Gas move I brought up? (repeating so it doesn't get buried)",1
"If we can trust Italy's reported moves, it's the right call. I'd say it's our best option.

...and something that *did* get buried: I'm willing to move out of Edi during the upcoming fall. I'll dissolve my Nth fleet since its only real purpose was stabbing you anyway",1
Perfect. And who gets Lvp next fall?,1
And do you think France will do the move? I'd rather you suggest it so I keep a low profile.,1
I still haven't heard from France. And we already agreed that you take liverpool.,1
"Ok great. I didn't remember if we'd explicitly brought it up. I think all of this will work out well if we get France on board. I'm attacking MAO from Channel in preparation for a supported move to Bre (Italy didn't mention the MAO moves, and I'd rather not ask at this point).",1
"OMG I thought adjudication was midnight tonight. We've got so much time. I'll be offline for a while (or I should be, cause I need to stop blowing off work). I've ordered:
F ENG - MAO
F NWG - Cly
F Nwy - Swe
A Pic - Bre

But we'll obviously discuss as adjudication approaches/we learn more.",1
"New Italy message: ""Hmmm, Germany is backing off the bait. I think we will have to change our plan.""",1
Well that's not true! But i *did* just disagree to something he wanted me to do in Munich...,1
"Hang on this is good: we're gonna see what his real priorities are! He wanted me to cut support from Boh, and I refused.",0
"""Not sure yet, but she is not going to leave Belgium unguarded so that won’t work.""",1
Okay so he's trying to get you to change your moves regarding Pic and the channel...,1
Yeah. Will be interested to see what he says.,1
Ok signing off for a few hours now.,1
"Okay so I'm trying a little experiment: I told Italy that the last message you sent me hinted that if *I* didn't work with you, maybe Italy would. I said that knowing this, I *know* there's more than what he claims going on with the two of you. There's a chance he'll tell *me* some ""expected"" moves of yours, and between what he tells me and what he tells you, we'll know exactly what he's planning. Or at least get a better sense of it.",1
Nice. Ok italy’s response is consistent with what you said.,1
[sigh] please tell me you didn’t tell him everything.,1
"Here's what I said, verbatim (it's long...hope it doesn't break the bot):

But England's desperate. Better to talk with someone than just go in blind. And I doubt they'd turn to Russia or France because neither is really close enough/powerful enough to give real help. And there's precedent for you negotiating with someone even as you stab them: France.

...and here's the real accusation: for all your pretty words about a shared victory between you and me, you've been sneaky and you've always pitted me and England against each other to your benefit. My real fear here is that knowing my moves, and with a desperate, jovial England seeking your advice, it would be so easy to just feed England enough info to keep me weak while you chow down on the Island. 

I know this from experience: back when you were doing 50/50 shots in the south of France, I did everything I could to find out what you were planning and feed it to France. This was merely a time-buying measure, since France was outmatched and I would eventually run out of pretenses to extract your move. But I wanted to gain more dots before you took over. And I assume others are like me, hence I suspect you now. 

I'm offering this confession in hopes that you'll do the same. So just come clean and let's approach this thing as equals?",1
I may have gone a little overboard but all my reasoning and everything I say is factual. So he has no reason to suspect you as long as you insist we don't talk,1
Alright that adds up. Something about getting a message from italy about it right after you sending me that made me a little nervous. I’ve explained that we don’t talk,1
"I've confronted him before about deliberately pitting us against each other, so he knows I've always been suspicious of your relationship",1
"Gotcha. Ok he said that you were pressing hard for moves, and that he would respond that we’re friendly but haven’t discussed particular moves",1
yeah that's been his line so far. The lying bastard.,1
In fairness he doesn’t know my actual moves haha. Still nothing from France? Nothing from my end,1
Yeah radio silence. France might have a life/better work ethic than any of us. Or maybe just doesn't care about this game anymore.,1
"Haha yeah. Well if we hear nothing that may be cause for concern. If i’m not in brest this fall, i’ll have a disband",1
"But speaking of work ethic, i am gone until tomorrow (for real this time). Let’s reconvene in the morning",1
Ok sounds good,1
"So...Italy really did not take kindly to my confession. I retaliated with “if you don’t trust me, so be it! But i’m not going to just roll over and let you dominate this game”

You can cement italy’s trust of you in the morning by reporting that I’ve approached you with a plan. We can talk about what form that plan should take, or you can just feed Italy anything but the truth. 

France is on board with the stab just fyi. Happy to leave Brest if they’re to be believed, and I think they are.",1
Ok. Where did France say he would go from Bre?,1
Gas. That’s still the plan right?,1
Updates on my end: France asked for my preference on where to go. I told italy this. I asked italy what i should say back. Italy said it shouldn’t matter because he believes france is lying.,1
"Yes, Gas is the plan.",1
Well if you tell France anything other than gas I look like a liar,1
"I will tell france Gas as well. And it seems like italy is indifferent about what I say, so it shouldn’t raise any eyebrows there.",1
Now what plan would hypothetical you approach me with??,1
I *don’t* think you should tell italy France’s real move. Is it too late?,1
Gimme a bit to fabricate a good hypothetical plan...,1
Not too late. But then i worry about what to tell France. I suppose if France is a spy we’re doomed anyways. But it would be bad to be found out before the stab.,1
What if i just don’t respond to france?,1
"Also, i’m going to ask italy for any update on the state of belgium as if I haven’t received a plan from you yet. And then when we’re ready with the plan i’ll say you messaged me.",1
If france is a spy we’re royally fucked. I’m 95% sure that’s not the case.,1
Please lie to italy,1
I will. Should i reply to france though?,1
"Also i think when you have a fake plan, you should type the message up to me like you’re asking for real. That way i have it on hand to send to italy.",1
